PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,,pts_diff,fg_pct_diff,ft_pct_diff,fg3_pct_diff,ast_diff,reb_diff
95,0.395,0.675,0.348,19,37,1610612765,94,0.5,0.682,0.438,22,45,1,,1,-0.105,-0.007,-0.09,-3,-8
86,0.443,0.563,0.292,26,49,1610612748,88,0.465,0.667,0.429,23,33,0,,-2,-0.022,-0.104,-0.137,3,16
108,0.486,0.774,0.519,23,41,1610612738,89,0.432,0.783,0.28,12,37,1,,19,0.054,-0.009,0.239,11,4
100,0.506,0.778,0.333,24,39,1610612741,98,0.475,0.556,0.571,24,39,1,,2,0.031,0.222,-0.238,0,0
97,0.436,0.742,0.286,18,44,1610612753,88,0.391,0.593,0.308,12,53,1,,9,0.045,0.149,-0.022,6,-9
100,0.521,0.704,0.313,28,33,1610612766,92,0.5,0.609,0.25,22,35,1,,8,0.021,0.095,0.063,6,-2
98,0.438,0.704,0.375,17,48,1610612746,81,0.397,0.857,0.318,15,38,1,,17,0.041,-0.153,0.057,2,10
86,0.433,0.676,0.313,19,35,1610612763,99,0.507,0.704,0.6,25,35,0,,-13,-0.074,-0.028,-0.287,-6,0
99,0.378,0.867,0.414,24,45,1610612760,109,0.533,0.781,0.25,24,48,0,,-10,-0.155,0.086,0.164,0,-3
116,0.556,0.667,0.588,27,35,1610612751,107,0.519,0.789,0.348,25,43,1,,9,0.037,-0.122,0.24,2,-8
104,0.488,0.947,0.5,30,35,1610612754,112,0.463,0.739,0.267,18,45,0,,-8,0.025,0.208,0.233,12,-10
98,0.453,0.813,0.292,19,44,1610612747,103,0.463,0.654,0.333,28,42,0,,-5,-0.01,0.159,-0.041,-9,2
125,0.54,0.815,0.45,22,52,1610612757,98,0.384,0.828,0.348,23,38,1,,27,0.156,-0.013,0.102,-1,14
97,0.43,0.818,0.333,23,41,1610612764,92,0.37,0.875,0.2,15,55,1,,5,0.06,-0.057,0.133,8,-14
118,0.542,0.81,0.478,25,37,1610612737,107,0.455,0.792,0.4,28,40,1,,11,0.087,0.018,0.078,-3,-3
111,0.494,0.867,0.474,14,37,1610612766,102,0.466,0.774,0.385,18,34,1,,9,0.028,0.093,0.089,-4,3
82,0.408,0.652,0.278,25,34,1610612761,99,0.537,0.778,0.308,25,42,0,,-17,-0.129,-0.126,-0.03,0,-8
87,0.43,0.6,0.222,24,40,1610612755,97,0.488,0.6,0.389,26,43,0,,-10,-0.058,0,-0.167,-2,-3
103,0.506,0.905,0.364,24,42,1610612745,94,0.42,0.81,0.333,19,35,1,,9,0.086,0.095,0.031,5,7
89,0.459,0.889,0.278,19,34,1610612748,108,0.609,0.625,0.519,30,27,0,,-19,-0.15,0.264,-0.241,-11,7
101,0.446,0.815,0.333,20,46,1610612760,93,0.456,0.8,0.313,16,41,1,,8,-0.01,0.015,0.02,4,5
104,0.527,0.952,0.4,29,32,1610612746,102,0.506,0.571,0.421,26,38,1,,2,0.021,0.381,-0.021,3,-6
109,0.568,0.677,0.286,23,33,1610612751,87,0.405,0.5,0.25,18,49,1,,22,0.163,0.177,0.036,5,-16
95,0.493,0.719,0.462,22,35,1610612762,105,0.5,0.833,0.211,25,42,0,,-10,-0.007,-0.114,0.251,-3,-7
113,0.484,0.727,0.368,22,43,1610612747,103,0.442,0.769,0.25,19,40,1,,10,0.042,-0.042,0.118,3,3
78,0.386,0.714,0.286,18,34,1610612754,103,0.476,0.615,0.467,22,55,0,,-25,-0.09,0.099,-0.181,-4,-21
103,0.447,0.522,0.35,29,37,1610612758,117,0.53,0.917,0.389,21,50,0,,-14,-0.083,-0.395,-0.039,8,-13
88,0.449,0.7,0.235,20,42,1610612737,107,0.494,0.85,0.476,27,40,0,,-19,-0.045,-0.15,-0.241,-7,2
100,0.472,0.889,0.5,28,48,1610612749,92,0.416,0.923,0.25,18,44,1,,8,0.056,-0.034,0.25,10,4
114,0.518,0.714,0.3,26,43,1610612753,108,0.524,0.722,0.368,33,34,1,,6,-0.006,-0.008,-0.068,-7,9
92,0.442,0.643,0.412,26,46,1610612738,93,0.447,0.714,0.357,27,37,0,,-1,-0.005,-0.071,0.055,-1,9
108,0.514,0.864,0.419,18,31,1610612763,101,0.471,0.829,0.286,14,34,1,,7,0.043,0.035,0.133,4,-3
101,0.471,0.722,0.364,27,43,1610612748,97,0.481,0.696,0.35,15,31,1,,4,-0.01,0.026,0.014,12,12
91,0.493,0.708,0.286,19,35,1610612746,105,0.466,0.857,0.448,18,35,0,,-14,0.027,-0.149,-0.162,1,0
91,0.386,0.808,0.286,18,42,1610612754,100,0.449,0.857,0.333,20,45,0,,-9,-0.063,-0.049,-0.047,-2,-3
103,0.46,0.902,0.571,20,41,1610612764,80,0.321,0.724,0.25,17,43,1,,23,0.139,0.178,0.321,3,-2
117,0.464,0.733,0.294,23,45,1610612747,120,0.537,0.579,0.455,27,44,0,,-3,-0.073,0.154,-0.161,-4,1
100,0.461,0.741,0.667,20,38,1610612743,99,0.477,0.882,0,26,41,1,,1,-0.016,-0.141,0.667,-6,-3
103,0.518,0.692,0.4,30,46,1610612756,88,0.447,0.737,0.375,27,36,1,,15,0.071,-0.045,0.025,3,10
98,0.456,0.846,0.208,30,41,1610612758,105,0.456,0.571,0.393,24,45,0,,-7,0,0.275,-0.185,6,-4
93,0.439,0.619,0.444,22,40,1610612751,111,0.484,0.56,0.25,24,54,0,,-18,-0.045,0.059,0.194,-2,-14
85,0.449,0.773,0.3,20,40,1610612752,100,0.433,0.778,0.286,11,41,0,,-15,0.016,-0.005,0.014,9,-1
82,0.405,0.846,0.35,18,37,1610612750,105,0.532,0.875,0.538,26,41,0,,-23,-0.127,-0.029,-0.188,-8,-4
109,0.488,0.852,0.261,23,42,1610612746,102,0.447,0.64,0.303,19,44,1,,7,0.041,0.212,-0.042,4,-2
107,0.5,0.682,0.385,17,42,1610612763,94,0.442,0.909,0.375,17,43,1,,13,0.058,-0.227,0.01,0,-1
94,0.43,0.611,0.375,25,43,1610612748,108,0.474,0.655,0.536,31,44,0,,-14,-0.044,-0.044,-0.161,-6,-1
100,0.476,0.8,0.348,18,49,1610612737,94,0.45,0.6,0.333,18,38,1,,6,0.026,0.2,0.015,0,11
110,0.482,0.933,0.56,30,45,1610612743,86,0.379,0.795,0.313,14,32,1,,24,0.103,0.138,0.247,16,13
107,0.488,0.857,0.5,22,46,1610612755,91,0.386,0.821,0.286,9,38,1,,16,0.102,0.036,0.214,13,8
109,0.478,0.684,0.435,22,48,1610612747,103,0.396,0.694,0.231,17,51,1,,6,0.082,-0.01,0.204,5,-3
99,0.457,0.556,0.238,26,50,1610612737,104,0.5,0.762,0.385,28,37,0,,-5,-0.043,-0.206,-0.147,-2,13
109,0.5,0.87,0.433,28,48,1610612766,77,0.337,0.667,0.2,9,45,1,,32,0.163,0.203,0.233,19,3
96,0.4,0.852,0.346,19,44,1610612759,95,0.423,0.905,0.455,19,38,1,,1,-0.023,-0.053,-0.109,0,6
103,0.524,0.722,0.364,23,43,1610612757,83,0.405,0.692,0.385,22,34,1,,20,0.119,0.03,-0.021,1,9
97,0.5,0.684,0.5,27,32,1610612741,104,0.461,0.706,0.385,25,52,0,,-7,0.039,-0.022,0.115,2,-20
113,0.543,0.848,0.5,23,34,1610612762,108,0.512,0.81,0.412,23,38,1,,5,0.031,0.038,0.088,0,-4
100,0.414,0.706,0.286,22,48,1610612751,102,0.461,0.903,0.286,19,44,0,,-2,-0.047,-0.197,0,3,4
103,0.494,0.833,0.375,18,37,1610612755,117,0.49,0.714,0.381,31,48,0,,-14,0.004,0.119,-0.006,-13,-11
91,0.427,0.92,0.235,14,41,1610612765,92,0.456,0.714,0.385,31,40,0,,-1,-0.029,0.206,-0.15,-17,1
110,0.519,0.913,0.368,20,44,1610612761,84,0.447,0.667,0.174,13,35,1,,26,0.072,0.246,0.194,7,9
87,0.432,0.636,0.273,21,46,1610612754,84,0.385,0.792,0.357,13,43,1,,3,0.047,-0.156,-0.084,8,3
110,0.457,0.833,0.364,26,44,1610612738,106,0.514,0.75,0.45,19,37,1,,4,-0.057,0.083,-0.086,7,7
101,0.435,0.719,0.286,25,46,1610612758,95,0.453,0.529,0.286,24,36,1,,6,-0.018,0.19,0,1,10
101,0.468,0.75,0.346,19,41,1610612751,95,0.459,0.75,0.36,27,33,1,,6,0.009,0,-0.014,-8,8
101,0.493,0.773,0.5,25,42,1610612764,92,0.409,0.813,0.412,20,38,1,,9,0.084,-0.04,0.088,5,4
94,0.456,0.786,0.344,19,33,1610612752,99,0.535,0.542,0.455,16,40,0,,-5,-0.079,0.244,-0.111,3,-7
89,0.413,0.8,0.313,20,44,1610612760,97,0.425,0.727,0.238,17,49,0,,-8,-0.012,0.073,0.075,3,-5
102,0.481,0.767,0.25,23,56,1610612749,78,0.307,0.591,0.158,17,52,1,,24,0.174,0.176,0.092,6,4
93,0.446,0.75,0.292,27,41,1610612757,104,0.471,0.75,0.556,22,48,0,,-11,-0.025,0,-0.264,5,-7
103,0.559,0.731,0.533,21,33,1610612765,89,0.41,0.778,0.318,21,47,1,,14,0.149,-0.047,0.215,0,-14
90,0.474,0.778,0.286,19,49,1610612763,83,0.411,0.8,0.3,14,33,1,,7,0.063,-0.022,-0.014,5,16
116,0.571,0.667,0.345,26,54,1610612739,78,0.36,0.8,0.2,14,32,1,,38,0.211,-0.133,0.145,12,22
104,0.463,0.786,0.316,26,48,1610612738,94,0.416,0.926,0.294,19,38,1,,10,0.047,-0.14,0.022,7,10
104,0.464,0.75,0.4,23,46,1610612762,97,0.427,0.583,0.471,23,48,1,,7,0.037,0.167,-0.071,0,-2
86,0.379,0.476,0.182,24,48,1610612750,117,0.532,0.775,0.167,28,50,0,,-31,-0.153,-0.299,0.015,-4,-2
100,0.481,0.647,0.478,27,48,1610612764,103,0.46,0.75,0.423,28,39,0,,-3,0.021,-0.103,0.055,-1,9
89,0.438,0.636,0.286,30,41,1610612757,99,0.488,0.7,0.476,19,45,0,,-10,-0.05,-0.064,-0.19,11,-4
101,0.487,0.741,0.636,18,34,1610612755,100,0.551,0.636,0.389,27,34,1,,1,-0.064,0.105,0.247,-9,0
101,0.533,0.833,0.333,21,40,1610612750,98,0.418,0.833,0.053,27,45,1,,3,0.115,0,0.28,-6,-5
107,0.467,0.725,0.5,21,42,1610612761,101,0.422,1,0.227,18,45,1,,6,0.045,-0.275,0.273,3,-3
95,0.457,0.824,0.333,20,42,1610612748,98,0.444,0.733,0.414,21,34,0,,-3,0.013,0.091,-0.081,-1,8
106,0.526,0.688,0.441,20,34,1610612753,94,0.481,0.722,0.294,18,42,1,,12,0.045,-0.034,0.147,2,-8
98,0.481,0.824,0.444,26,47,1610612749,90,0.374,0.727,0.421,20,46,1,,8,0.107,0.097,0.023,6,1
90,0.36,0.833,0.4,11,54,1610612760,89,0.357,0.844,0.111,9,46,1,,1,0.003,-0.011,0.289,2,8
87,0.437,0.769,0.313,20,45,1610612738,86,0.458,0.941,0.286,20,28,1,,1,-0.021,-0.172,0.027,0,17
100,0.447,0.813,0.261,15,44,1610612762,93,0.456,0.8,0.294,19,36,1,,7,-0.009,0.013,-0.033,-4,8
96,0.5,0.6,0.368,19,34,1610612751,113,0.506,0.762,0.333,21,45,0,,-17,-0.006,-0.162,0.035,-2,-11
104,0.482,0.933,0.308,27,38,1610612744,93,0.44,0.867,0.5,16,39,1,,11,0.042,0.066,-0.192,11,-1
79,0.337,0.909,0.2,17,40,1610612764,88,0.485,0.64,0.4,22,41,0,,-9,-0.148,0.269,-0.2,-5,-1
101,0.526,0.684,0.3,24,44,1610612755,72,0.367,0.8,0.3,22,37,1,,29,0.159,-0.116,0,2,7
95,0.391,0.875,0.261,18,63,1610612753,73,0.318,0.667,0.2,12,42,1,,22,0.073,0.208,0.061,6,21
102,0.483,0.692,0.474,29,43,1610612757,95,0.434,0.769,0.5,24,40,1,,7,0.049,-0.077,-0.026,5,3
104,0.435,0.839,0.16,21,45,1610612743,114,0.448,0.828,0.19,23,52,0,,-10,-0.013,0.011,-0.03,-2,-7
116,0.507,0.824,0.5,25,37,1610612746,101,0.45,0.769,0.346,30,37,1,,15,0.057,0.055,0.154,-5,0
101,0.5,0.769,0.313,31,43,1610612757,100,0.422,0.857,0.429,26,46,1,,1,0.078,-0.088,-0.116,5,-3
119,0.532,0.788,0.409,32,31,1610612764,114,0.531,0.759,0.4,27,41,1,,5,0.001,0.029,0.009,5,-10
90,0.38,0.667,0.25,21,45,1610612754,111,0.443,0.862,0.364,29,57,0,,-21,-0.063,-0.195,-0.114,-8,-12
113,0.56,0.724,0.381,26,31,1610612742,127,0.573,0.857,0.591,33,39,0,,-14,-0.013,-0.133,-0.21,-7,-8
82,0.436,0.867,0.056,20,33,1610612751,119,0.542,0.87,0.429,21,41,0,,-37,-0.106,-0.003,-0.373,-1,-8
103,0.542,0.625,0.476,24,33,1610612748,105,0.494,0.667,0.35,25,39,0,,-2,0.048,-0.042,0.126,-1,-6
118,0.49,0.842,0.381,29,42,1610612743,119,0.46,0.741,0.35,26,53,0,,-1,0.03,0.101,0.031,3,-11
92,0.488,0.636,0.313,19,49,1610612750,77,0.337,0.722,0.25,14,45,1,,15,0.151,-0.086,0.063,5,4
72,0.337,1,0.176,17,41,1610612744,93,0.5,0.867,0.526,21,44,0,,-21,-0.163,0.133,-0.35,-4,-3
99,0.483,0.467,0.4,21,55,1610612747,76,0.333,0.813,0.227,15,45,1,,23,0.15,-0.346,0.173,6,10
83,0.382,0.667,0.474,17,46,1610612752,90,0.464,0.72,0.348,18,34,0,,-7,-0.082,-0.053,0.126,-1,12
91,0.415,0.917,0.1,15,51,1610612748,108,0.582,0.69,0.455,31,26,0,,-17,-0.167,0.227,-0.355,-16,25
115,0.444,0.885,0.444,25,46,1610612753,109,0.505,0.667,0.238,21,44,1,,6,-0.061,0.218,0.206,4,2
93,0.453,0.548,0.286,20,51,1610612752,80,0.358,0.714,0.462,21,39,1,,13,0.095,-0.166,-0.176,-1,12
78,0.326,0.813,0.257,16,48,1610612744,108,0.458,0.778,0.5,27,50,0,,-30,-0.132,0.035,-0.243,-11,-2
97,0.563,0.741,0.333,18,27,1610612740,95,0.459,0.75,0.385,20,41,1,,2,0.104,-0.009,-0.052,-2,-14
101,0.458,1,0.429,18,34,1610612760,107,0.488,0.8,0.238,17,46,0,,-6,-0.03,0.2,0.191,1,-12
93,0.419,0.813,0.348,17,50,1610612737,105,0.524,0.692,0.381,30,38,0,,-12,-0.105,0.121,-0.033,-13,12
113,0.569,0.655,0.429,28,43,1610612758,102,0.438,1,0.323,21,33,1,,11,0.131,-0.345,0.106,7,10
127,0.516,0.85,0.667,30,42,1610612756,105,0.477,0.75,0.286,19,48,1,,22,0.039,0.1,0.381,11,-6
105,0.519,0.65,0.667,28,42,1610612766,88,0.447,0.619,0.35,23,35,1,,17,0.072,0.031,0.317,5,7
98,0.494,0.737,0.462,28,41,1610612754,91,0.386,0.81,0.375,25,47,1,,7,0.108,-0.073,0.087,3,-6
119,0.577,0.793,0.353,32,43,1610612739,113,0.506,0.645,0.467,22,29,1,,6,0.071,0.148,-0.114,10,14
90,0.437,0.742,0.313,18,38,1610612763,84,0.429,0.636,0.333,14,42,1,,6,0.008,0.106,-0.02,4,-4
112,0.477,0.958,0.368,25,45,1610612765,101,0.526,0.667,0.294,19,33,1,,11,-0.049,0.291,0.074,6,12
92,0.485,0.852,0.3,16,46,1610612766,78,0.325,0.69,0.273,14,36,1,,14,0.16,0.162,0.027,2,10
96,0.5,0.789,0.45,23,39,1610612740,87,0.438,0.737,0.158,15,40,1,,9,0.062,0.052,0.292,8,-1
93,0.374,0.778,0.444,17,54,1610612747,99,0.423,0.667,0.5,27,48,0,,-6,-0.049,0.111,-0.056,-10,6
107,0.488,0.813,0.522,27,41,1610612756,94,0.443,0.677,0.158,20,46,1,,13,0.045,0.136,0.364,7,-5
108,0.486,0.806,0.355,25,44,1610612750,100,0.481,0.8,0.25,25,36,1,,8,0.005,0.006,0.105,0,8
117,0.553,0.674,0.308,21,52,1610612753,104,0.435,0.81,0.259,12,33,1,,13,0.118,-0.136,0.049,9,19
94,0.371,0.905,0.36,18,48,1610612748,107,0.519,0.818,0.467,24,41,0,,-13,-0.148,0.087,-0.107,-6,7
96,0.5,0.636,0.333,25,46,1610612739,86,0.436,0.611,0.438,18,39,1,,10,0.064,0.025,-0.105,7,7
87,0.455,0.727,0.083,18,42,1610612763,80,0.353,0.842,0.333,16,47,1,,7,0.102,-0.115,-0.25,2,-5
95,0.447,0.8,0.214,16,34,1610612741,113,0.518,0.864,0.5,28,43,0,,-18,-0.071,-0.064,-0.286,-12,-9
92,0.44,0.765,0.385,31,49,1610612742,91,0.446,0.9,0.421,21,35,1,,1,-0.006,-0.135,-0.036,10,14
105,0.513,0.714,0.357,24,44,1610612752,90,0.439,0.647,0.28,20,40,1,,15,0.074,0.067,0.077,4,4
94,0.471,0.583,0.389,29,40,1610612748,98,0.467,0.852,0.25,25,39,0,,-4,0.004,-0.269,0.139,4,1
106,0.5,0.5,0.5,25,48,1610612749,93,0.459,0.75,0.333,23,44,1,,13,0.041,-0.25,0.167,2,4
107,0.5,0.615,0.36,22,49,1610612750,91,0.438,0.833,0.316,19,36,1,,16,0.062,-0.218,0.044,3,13
112,0.513,0.8,0.4,29,40,1610612761,88,0.43,0.895,0.231,17,34,1,,24,0.083,-0.095,0.169,12,6
96,0.468,0.667,0.364,22,52,1610612747,92,0.391,0.75,0.276,17,45,1,,4,0.077,-0.083,0.088,5,7
111,0.513,0.767,0.476,26,46,1610612756,81,0.42,0.7,0.286,20,29,1,,30,0.093,0.067,0.19,6,17
110,0.536,0.879,0.438,20,48,1610612762,87,0.35,0.788,0.333,21,35,1,,23,0.186,0.091,0.105,-1,13
121,0.542,0.846,0.391,17,40,1610612741,79,0.386,0.867,0.095,19,39,1,,42,0.156,-0.021,0.296,-2,1
117,0.488,0.703,0.429,22,53,1610612752,94,0.43,0.682,0.393,22,33,1,,23,0.058,0.021,0.036,0,20
85,0.431,0.944,0.231,22,34,1610612763,96,0.544,0.762,0.5,20,31,0,,-11,-0.113,0.182,-0.269,2,3
105,0.569,0.6,0.444,27,42,1610612765,97,0.449,0.857,0.294,26,38,1,,8,0.12,-0.257,0.15,1,4
100,0.455,0.8,0.353,20,48,1610612738,74,0.409,0.64,0.308,15,29,1,,26,0.046,0.16,0.045,5,19
97,0.398,0.765,0.313,18,44,1610612747,106,0.466,0.617,0.36,20,41,0,,-9,-0.068,0.148,-0.047,-2,3
95,0.41,0.76,0.308,24,48,1610612764,90,0.408,0.821,0.294,20,46,1,,5,0.002,-0.061,0.014,4,2
108,0.5,0.742,0.313,17,42,1610612740,98,0.513,0.867,0.313,23,31,1,,10,-0.013,-0.125,0,-6,11
98,0.427,0.733,0.3,27,45,1610612737,81,0.423,0.714,0.227,19,43,1,,17,0.004,0.019,0.073,8,2
108,0.483,0.824,0.381,30,42,1610612742,115,0.5,0.815,0.379,23,41,0,,-7,-0.017,0.009,0.002,7,1
107,0.537,0.389,0.6,30,49,1610612759,83,0.354,0.889,0.31,19,39,1,,24,0.183,-0.5,0.29,11,10
97,0.405,0.966,0.313,17,46,1610612763,102,0.513,0.677,0.273,31,37,0,,-5,-0.108,0.289,0.04,-14,9
106,0.526,0.667,0.533,31,35,1610612751,97,0.494,0.688,0.316,28,40,1,,9,0.032,-0.021,0.217,3,-5
105,0.524,0.786,0.381,25,35,1610612760,93,0.429,0.875,0.353,16,43,1,,12,0.095,-0.089,0.028,9,-8
103,0.519,0.867,0.375,26,47,1610612765,90,0.425,0.833,0.35,14,30,1,,13,0.094,0.034,0.025,12,17
93,0.417,0.773,0.3,25,43,1610612743,108,0.512,0.68,0.25,25,45,0,,-15,-0.095,0.093,0.05,0,-2
92,0.41,0.708,0.55,16,59,1610612752,63,0.274,0.643,0.185,12,42,1,,29,0.136,0.065,0.365,4,17
91,0.441,0.818,0.25,21,41,1610612738,79,0.377,0.7,0.35,17,44,1,,12,0.064,0.118,-0.1,4,-3
90,0.453,0.5,0.192,21,50,1610612741,81,0.371,0.917,0.25,17,46,1,,9,0.082,-0.417,-0.058,4,4
100,0.393,0.765,0.348,22,47,1610612739,96,0.419,0.63,0.333,20,45,1,,4,-0.026,0.135,0.015,2,2
99,0.494,0.714,0.444,28,41,1610612755,91,0.465,0.6,0.417,26,38,1,,8,0.029,0.114,0.027,2,3
105,0.559,0.71,0.5,20,28,1610612754,91,0.413,0.853,0.37,14,33,1,,14,0.146,-0.143,0.13,6,-5
98,0.465,0.778,0.55,25,48,1610612757,96,0.487,0.917,0.44,20,30,1,,2,-0.022,-0.139,0.11,5,18
77,0.364,0.786,0.111,21,40,1610612742,100,0.457,0.8,0.381,27,59,0,,-23,-0.093,-0.014,-0.27,-6,-19
113,0.468,0.76,0.273,23,43,1610612749,115,0.46,0.737,0.368,22,44,0,,-2,0.008,0.023,-0.095,1,-1
129,0.625,0.6,0.5,37,35,1610612765,97,0.469,0.619,0.478,25,28,1,,32,0.156,-0.019,0.022,12,7
80,0.416,0.688,0.278,20,44,1610612751,93,0.434,0.682,0.261,20,43,0,,-13,-0.018,0.006,0.017,0,1
113,0.507,0.8,0.406,21,39,1610612762,84,0.385,0.762,0.308,13,40,1,,29,0.122,0.038,0.098,8,-1
104,0.5,0.75,0.556,23,45,1610612766,87,0.405,0.783,0.333,19,32,1,,17,0.095,-0.033,0.223,4,13
96,0.469,0.8,0.308,21,43,1610612740,85,0.43,0.882,0.167,17,42,1,,11,0.039,-0.082,0.141,4,1
111,0.538,0.818,0.529,23,43,1610612750,88,0.417,0.684,0.278,23,40,1,,23,0.121,0.134,0.251,0,3
107,0.451,0.641,0.444,18,47,1610612745,105,0.43,0.667,0.463,22,39,1,,2,0.021,-0.026,-0.019,-4,8
93,0.451,0.65,0.4,21,47,1610612749,103,0.487,0.737,0.464,29,42,0,,-10,-0.036,-0.087,-0.064,-8,5
94,0.412,0.68,0.304,25,37,1610612760,116,0.568,0.75,0.5,28,49,0,,-22,-0.156,-0.07,-0.196,-3,-12
86,0.39,0.895,0.333,16,38,1610612754,115,0.518,0.783,0.579,33,45,0,,-29,-0.128,0.112,-0.246,-17,-7
95,0.395,0.576,0.444,14,61,1610612764,78,0.356,0.647,0.176,18,44,1,,17,0.039,-0.071,0.268,-4,17
99,0.406,0.632,0.3,19,52,1610612742,102,0.526,0.6,0.5,29,41,0,,-3,-0.12,0.032,-0.2,-10,11
92,0.458,0.769,0.429,19,33,1610612763,103,0.523,0.818,0.364,30,37,0,,-11,-0.065,-0.049,0.065,-11,-4
107,0.513,0.85,0.5,23,35,1610612737,102,0.455,0.765,0.333,32,41,1,,5,0.058,0.085,0.167,-9,-6
102,0.532,0.769,0.381,23,39,1610612755,93,0.481,0.818,0.476,22,33,1,,9,0.051,-0.049,-0.095,1,6
89,0.37,0.833,0.235,19,50,1610612762,88,0.457,0.667,0.2,18,46,1,,1,-0.087,0.166,0.035,1,4
106,0.524,0.8,0.316,22,29,1610612757,136,0.616,0.81,0.619,27,38,0,,-30,-0.092,-0.01,-0.303,-5,-9
121,0.549,0.857,0.481,30,38,1610612756,112,0.478,0.826,0.304,33,38,1,,9,0.071,0.031,0.177,-3,0
118,0.429,0.722,0.359,23,47,1610612761,116,0.516,0.75,0.364,32,43,1,,2,-0.087,-0.028,-0.005,-9,4
88,0.379,0.65,0.429,18,51,1610612745,94,0.365,0.735,0.429,21,45,0,,-6,0.014,-0.085,0,-3,6
94,0.407,1,0.323,10,38,1610612760,95,0.443,0.862,0.381,16,42,0,,-1,-0.036,0.138,-0.058,-6,-4
107,0.558,0.833,0.478,33,38,1610612746,92,0.424,0.813,0.318,21,36,1,,15,0.134,0.02,0.16,12,2
78,0.381,0.667,0.222,21,29,1610612751,99,0.507,0.818,0.481,23,49,0,,-21,-0.126,-0.151,-0.259,-2,-20
104,0.411,0.793,0.438,23,49,1610612762,101,0.437,0.842,0.474,26,38,1,,3,-0.026,-0.049,-0.036,-3,11
81,0.364,0.786,0.222,12,50,1610612738,83,0.41,0.889,0.412,18,47,0,,-2,-0.046,-0.103,-0.19,-6,3
107,0.538,0.588,0.458,28,38,1610612755,96,0.43,0.762,0.353,30,48,1,,11,0.108,-0.174,0.105,-2,-10
97,0.432,0.871,0.214,20,33,1610612753,96,0.449,0.833,0.214,26,45,1,,1,-0.017,0.038,0,-6,-12
77,0.432,0.6,0.35,23,36,1610612752,87,0.413,0.8,0.371,23,48,0,,-10,0.019,-0.2,-0.021,0,-12
91,0.437,0.611,0.333,20,52,1610612757,85,0.408,0.607,0.3,19,38,1,,6,0.029,0.004,0.033,1,14
102,0.432,0.85,0.375,24,52,1610612747,108,0.487,0.724,0.393,26,36,0,,-6,-0.055,0.126,-0.018,-2,16
87,0.408,0.677,0.286,16,34,1610612764,82,0.446,0.818,0.316,17,44,1,,5,-0.038,-0.141,-0.03,-1,-10
112,0.542,0.786,0.423,35,33,1610612745,108,0.449,0.788,0.375,22,40,1,,4,0.093,-0.002,0.048,13,-7
101,0.541,0.722,0.571,22,47,1610612741,83,0.367,1,0.45,23,41,1,,18,0.174,-0.278,0.121,-1,6
71,0.378,0.533,0.304,21,40,1610612761,98,0.481,0.867,0.458,24,40,0,,-27,-0.103,-0.334,-0.154,-3,0
117,0.54,0.786,0.414,33,42,1610612749,101,0.481,0.8,0.448,29,34,1,,16,0.059,-0.014,-0.034,4,8
87,0.36,0.862,0.348,19,46,1610612758,83,0.398,0.75,0.333,28,40,1,,4,-0.038,0.112,0.015,-9,6
101,0.41,0.778,0.238,24,45,1610612738,109,0.506,0.875,0.579,34,49,0,,-8,-0.096,-0.097,-0.341,-10,-4
122,0.479,0.917,0.348,20,42,1610612747,105,0.403,0.775,0.414,11,46,1,,17,0.076,0.142,-0.066,9,-4
113,0.459,0.821,0.387,23,43,1610612743,120,0.541,0.625,0.5,30,40,0,,-7,-0.082,0.196,-0.113,-7,3
97,0.507,0.708,0.3,25,31,1610612752,102,0.462,0.857,0.4,23,40,0,,-5,0.045,-0.149,-0.1,2,-9
109,0.474,0.692,0.417,29,42,1610612762,108,0.404,0.774,0.308,18,59,1,,1,0.07,-0.082,0.109,11,-17
102,0.463,0.769,0.381,21,40,1610612753,105,0.494,0.75,0.333,26,40,0,,-3,-0.031,0.019,0.048,-5,0
81,0.375,0.667,0.25,23,39,1610612748,97,0.514,0.842,0.238,22,48,0,,-16,-0.139,-0.175,0.012,1,-9
104,0.535,0.778,0.333,30,48,1610612737,88,0.404,0.818,0.292,20,35,1,,16,0.131,-0.04,0.041,10,13
122,0.598,0.706,0.5,29,41,1610612766,105,0.464,0.778,0.1,21,44,1,,17,0.134,-0.072,0.4,8,-3
125,0.573,0.821,0.471,33,38,1610612761,118,0.436,0.771,0.346,16,47,1,,7,0.137,0.05,0.125,17,-9
93,0.432,0.808,0.276,18,40,1610612748,99,0.464,0.684,0.4,20,41,0,,-6,-0.032,0.124,-0.124,-2,-1
104,0.463,0.864,0.375,22,41,1610612760,108,0.475,0.735,0.333,23,38,0,,-4,-0.012,0.129,0.042,-1,3
90,0.425,0.762,0.4,23,50,1610612755,87,0.388,0.75,0.316,20,42,1,,3,0.037,0.012,0.084,3,8
82,0.397,0.846,0.133,19,37,1610612763,108,0.53,0.6,0.458,31,42,0,,-26,-0.133,0.246,-0.325,-12,-5
119,0.467,0.815,0.394,26,60,1610612766,83,0.364,0.778,0.261,20,31,1,,36,0.103,0.037,0.133,6,29
136,0.575,0.75,0.412,30,45,1610612742,103,0.475,0.625,0.444,19,32,1,,33,0.1,0.125,-0.032,11,13
